ulasan,sentimen
"Sekedar informasi Untuk saat ini jaringan dan app berjalan dgn baik, yg kemarin saya mengeluh soal app yg tidak bisa membeli paket internet di app tapi sekarang sudah dgn lancar.Namun jika kondisi di daerah saya sedang hujan, tidak lancar meskipun jalan sih dengan speed lumayan lambat.Mohon sekali dari pelayanan jaringan harap diperhatikan saat hujan. Terima kasih.Note: bagi kalian pernah kejadian tidak bisa membeli paket internet di app my xl, idupin mode pesawat tunggu krng lbh 0 m, trus mati",0
"udah update dan restart HP. ternyata aplikasi gabisa dibuka kayanya dari servernya. lihat review lain ternyata banyak problem yang sama. kenapa tidak ada perbaikan secara tanggap? kalau ada problem baiknya diinfokan ke pelanggan baik via SMS atau apalah itu agar transparan, lebih baik lagi kalau ada perbaikan. thumbs down.",0
"Jaringannya jelek banget dirumah gua , ga nyaman banget buat main ML dan PUBG , setiap di ingame pasti selalu jaringan merah , tiba tiba jaringan menjadi H/H+ lebih parahnya bisa bisa ilang dalam beberapa detik",0
"verifikasinya tolong di tambah lagi, jangan cuma lewat sms, kalau bisa ya telpon dari operator, karena nunggu sms lama banget, pernah juga ngalamin sms tidak pernah masuk.",0
tambah parah aplikasi my xl ini .udh lama bnget baru bisa d buka .pas kebuka gk bisa beli paket pke pulsa .bkannya kgunaan utamanya my xl itu kan .mempermudah konsumen brtransaksi pakai pulsa .ini ko segala susah .aplikasi my xl jelek :(,0
"Aplikasi ga guna, saya ingin beli paket malah tulisan gaada jaringan , padahal kuota masih banyak dan buka aplikasi apapun bisa. Cuma my XL aja yang gabisa",0
"tiap kali beli unlimited turbo plus youtube 0 hari 4000 Rp kenapa ga sampe 0 hari ? padahal sudah tertera s&knya 14 jam, pernah jg beli ga sampe 1 jam udah ada notip paketan tidak aktif ga cuma sekali saya mengalami kerugian ,apakah pihak xl membenarkan PENIPUAN ini? mohon diperbaiki lagi agar customer merasa puas",0
"Apaan sih saya baru beli pulsa eh udah maen dipotong aja pulsanya,padahal gak buka data udah sering banget kaya gini gimana sih ini!!!!!!",0
"Operator kenapa jaringan XL di provinsi Lampung kabupaten Lampung tengah kecamatan seputih Surabaya susah banget padahal sinyal nya 4G, tolong di perbaiki secepatnya, di sini yang pengguna XL pada ngeluh, karena jaringan yang kurang mendukung",0
"Susah claim bonus transaksi selalu coba lagi.. padahal lumayan..enakan yamg sebelumnya, setelah update jadi gajelas aplikasinya sering kasih info telat sama susah claim bonusnya padahal lumayan.",0
"Dulu aku suka aplikasi ini tp akhir akhir ini di wilayah Lampung Selatan mati total sinyal ga ada selalu (X) tolong jangan sampai berlarut larut sperti ini bila ada perbaikan , kami butuh internet kenapa internet hilang bgitu aja Ã°Å¸ËœÂ­Ã°Å¸â„¢Â",0
"Hallo , sedikit saran dari saya semoga di baca . Untuk kenyamanan kita bersama tolong dong sediakan fitur kunci pulsa , untuk kenyamanan para pengguna semisal ada pulsa lebih tidak terbuang sia1 pada saat paketan kita habis Trimakasi",0
"Tolong perbaiki jaringan,sinyal dan komunikasi....akhir akhir ini saya kesal karena tiap buka aplikasi,game,yt,bahkan my XL saja error mulu.yang ku butuhkan bukan saran (ikuti langkah yg disarankan ) dari my xlnya tapi jaringan masih leg,, yg kubutuhkan kecepatan dalam perbaikan jaringan sehingga semua user XL kembali puas dalam menggunakan my XL ini.maaf saya kasih bintang 1 .pbila sudah bagus semua saya ubah b5..thank",0
Kenapa gak bisa beli paket di my XL sekarang yah ?? Padahal udah beli pulsa juga tapi malah gak bisa Katanya bermasalah lah.. pake kode lah ... Padahal dulu senang bgt pake XL lancar bgt skrg gak tau kenapa jadi lemot bgt.. Emang lagi bermasalah atau gimana sih ???,0
"semenjak saya update aplikasi ini ke versi terbaru dan setelah saya mengisi survey kok malah sering terjadi kesalahan ya, padahal tadinya selalu lancar. mohon perbaikannya demi kenyamanan bersama",0
"Mau cek sisa kuota tidak bisa, koneksi internet ok, hp juga sudah di matikan, mode air plane juga sudah. Aplikasi minta di update juga sudah langsung update. Setting APN dan reset APN juga sudah. Dan akhir akhir ini juga untuk koneksi internet nya suka lemot. Dan sisa kuota masih tidak mau muncul. Tapi sisa pulsa bisa kelihatan.",0
"Ini aplikasi apa ya perasaan signal bagus masa mau beli kuota di aplikasi myXL kesalahan jaringan terus,perasaan signal full tapi sama aja sampai sampai beli kartu baru, beli agar bisa buat beli paket di myXL, tapi sama aja ini aplikasi rusak banget sumpahhh......",0
"ini kenapa ya apk nya tadi saya pas mau ngisi paket gak bisa kata nya "" Gagal memuat data "" tapi kan pake wifi emang lemot?!!!!!!!!!!!!!!!!!!!!!!!?!!!!????!!??!!!!!",0
"bulan bulan ini sinyal XL saya sangat jelek, untuk bermain game online pingnya naik turun, tolong pihak XL untuk di perbaiki sinyal XL, termiakaih.",0
"Tolong diperbaiki lagi sinyalnya yaa,,harga kuotanya juga banyak""in diskon kalaupun gak diskon ya jangan mahal"" kami yang anak sekolahan mau beli kuota susah euy... Kasih gratisan juga dongss Jan pelit"". Sekian terima kuotaÃ°Å¸ËœÂÃ°Å¸â€˜Â",0
Aplikasinya sihh bagus sebelum diupdate tapi Kenapa yaa setelah diupdate aplikasinya sering terjadi kesalahan? Semisal mau beli kuota atau lihat kuota yang masih aktif sering terjadi kesalahan/gagal memuat padahal sinyal bagus diganti pake jaringan wifi juga sama aja... Mohon tindak lanjutnya untuk developmen... Terimakasih,0
"Kenapa ya jaringannya jadi lemot banget bulan-bulan belakang ini? Buka aplikasi my xl ini aja lag banget. Butuh bermenit-menit buat cek paketan di myxl padahal kuota masih banyak. Buat meet nge lag, main game nge lag. Mohon maaf banget, mending ganti kartu aja saya. Terimakasih udah jadi kartu andalan, meski itu masa lalu. Bye, xl. Aku baru ganti kartu lain langsung dapet bonus. Sudahlah terimakasih banget xl. Ku harap kedepannya xl bisa lebih baik lagi.",0
"Jaringan XL makin jelek ya..sinyal naik turun, anak saya jadi sering nangis karena lg nonton YouTube selalu loading.. Saya gx sengaja keluar dari my XL.. mau masuk lagi gx bisa.. Jawabannya belum bisa masuk..kenapa",0
"Sinyal sering H+ atau H komplain di xl care tidak ada solusi setiap complain alasanya ada peningkatan jaringan, hanya di buatkan laporan dan disuruh sabar, admin kabur ketika saya sedang komplain di xl care massanger, saya pemakai kartu xl lama dan saya kecewa.",0
"Aplikasi myXL sekarang suka error jika digunakan ngefrem melulu, kayak hp terkena virus lemot banget, dan sudah beberapa kali isi ulang use voucher, bonusan scan voucher tidak dapat digunakan. Ã°Å¸ËœÂ´Ã°Å¸ËœÂ· mohon perbaikan pada pihak XL",0
"Kenapa kuota belajar 15gb dari XL tidak bisa di nonaktifkan, saya setiap hari mencoba tapi selalu terjadi kesalahan, apa gangguan terjadi setiap hari? Saya ingin memberhentikan paket kuota belajar dari XL.",0
"Teruntuk pihak provider XL Axiata, mohon di perbaiki lagi kualitas jaringan nya karna belakangan ini kualitas jaringan nya kurang stabil apalagi saat cuaca buruk / mati lampu, terkadang bisa tiba"" hilang sinyal (tidak ada koneksi). untuk fitur"" yg ditawarkan sudah cukup bagus seperti adanya aplikasi My XL ini yg memudahkan pengguna dalam membeli kuota / paket data & Harga yg di tawarkan pun juga cukup bersaing sehingga masih terjangkau oleh anak kost""an.",0
Banyak bohongnya... Di bagian atas menu ada paket murah.. tapi pas di klik ternyata tidak sesuai dengan iklan nya.. Bintang satu masih kebanyakan.. jawaban admin selalu sama.. artinya itu ROBOT yang jawab,0
"Akhir akhir ini jaringannya sangat tidak memuaskan, mohon perbaikan kepada pihak XL. Dan juga tolong berikan fitur untuk bisa memilik paket kuota mana yang ingin digunakan agar tidak merepotkan saya sebagai pengguna, karna saya sulit menggunakan kouta pribadi saya karna selalu digunakan kouta sekolah yang jelas tidak bisa membuka sosmed",0
"Kartu XL SAMPAH,KORUPSI!!!!! Tiap baru beli pulsa beberapa menit kemudian pulsa suka kesedot terus.... Padahal saya gk ngehidupin data (Kartu XL) Tapi pake wifi, pas saya cek pulsanya tiap beberapa menit tertentu, Pulsa makin sini makin berkurang.... Padahal saya gak ngapa-ngapain. Dasar Korupsi!! Jadi males ngisi pulsa di kartu XL",0
Aplikasinya?????????aku gak tau sih apk nya bagus atau gak soalnya aku baru donlod wau pas aku lagi ngertik udah selesai aku donlodnya cepet banget tapi aku kasih bintang satu aja dulu ya pas aku liat bagus baru deh aku kasih Ã°Å¸Å’Å¸ Ã°Å¸Å’Å¸,0
Saya ingin melaporkan tentang buruknya sinyal XL sekarang ini dan kuota yang harus dibagi bagi saya harap kepada pihak XL agar mengembalikan sistem kuota seperti biasanya tidak ada kuota malam sama pembatasan jam kuota youtube saya harap kedepannya dapat mengerti para pengguna XL #Respon,0
"Tolong ini kenapa di beranda My XL tidak bisa menampilkan sisa paket kuota. Tulisannya ""Gagal memuat data silahkan coba lagi"". Sudah di klik coba lagi tapi tidak ada perubahan, padahal sinyal 4G+ tidak ada kendala dalam memuat halaman.",0
Saya agak kecewa dengan myXL karena setiap saya ingin masuk selalu ada kesalahan jaringan ketika saya cek untuk browsing atau pun menggunakan sosial media baik-baik saja saya beri 1 bintang terlebih dahulu karena kurang memuaskan pada pelayanan myXL saya sudah menggunakan XL bertahun-tahun tetapi kenapa setiap kali menggunakan myXL selalu bermasalah di kesalahan jaringan jika kedepannya tidak terjadi masalah tersebut saya akan memberikan Bintang 5,0
"Kemarin beli voucer yg 40 gb, saya isi lewat aplikasi tapi sampai sekarang belum masuk, saya sudah mode pesawat, sudah restar hp juga, saya coba masukan kembali kode voucher kodenya sudah terpakai",0
"Apk my xl eror teros beli paket internet aja gak bisa1. Klo hari ini gak bisa beli paket internet itu akumulasi kuota saya yang 1 gb bakalan hangus, kan sayang 1 gb hangus. Tapi beli di my xl gak bisa1. Mana Beli di *011# gak bisa lagi...haduh1. gimana sih ni xl tolong donk jangan eror mulu",0
"Maaf, bintang turun, jaringan susah banget, padahal 4G tapi gak sesuai dgn faktanya. Tolong dong, perbaiki dan tingkatkan lagi jaringannya, buat maketin aja susah banget,,",0
Kenapa belakangan ini semua paket di my Xl tidak bisa dibeli.. halo operator ada apa??? Tanpa mengurangi rasa hormat Saya mohon diinfokan pada user ketika sedang terjadi kendala pada operator MY XL Karena sayang klw pulsa 15rb di cicil operator:),0
Bintang nya empat aja soalnya kecewa sama XL Knapa sih sekarang XL sinyalnya loading mulu.. Mana setiap mau beli kuota lewat aplikasi ngelag kadang juga g bisa.. Padahal awalnya bagus banget lancar tapi sekarang kualitas sinyal berkurang... Alamat ganti kartu kalau gini terus mah.,0
Halo admin.. kenapa ya cek kuota di aplikasi tidak bisa padahal kuota utama saya masih banyak. Kenapa saya tahu kuota masih banyak? Karena saya menggunakan kuota utama.. kejadian waktunya malam ini dan saya juga selalu beli kuota yang sama.. mohon tanggapannya terimakasih...,0
"Ini kenapa sih aplikasi nya gk bisa dibuka? Loading nya lama banget, padahal pengen ngecek kuota saya tinggal berapa ehh malah gk bisa dibuka apk nya, padahal udah di update apk tetep aja gk bisa. Gimana ini solusinya? Mohon dijawabÃ°Å¸â„¢ÂÃ°Å¸ÂÂ»",0
"Min saya kan kemaren beli pulsa 50k terus langsung saya buat beli paket turbo yg seharga 50k pulsa nya sudah ketarik terus dapat notifikasi kek ditunggu gitu terus sampe sekarang kuotanya belum dapat sudah 1 hari apa harus nunggu kuota unlimited yg dl habis dl soalnya sisa 1 hari lagi habis tapi kalo sampe masa 1 hari saya masih belum dapat kuota,saya minta ganti min soalnya saya masih pelajar mohon balas min..",0
"Saya sangat kecewa akhir akhir ini koneksi jaringan XL ancur parah. nggak seperti biasanya, Mohon segera diperbaiki supaya semua pengguna XL bisa nyaman seperti biasanya. Terimakasih. Note : jangan kasih tau dengan cara restart hp atau mode pesawat percuma hasilnya tetap sama aja!",0
"Minta maaf sebelumnya ini my XL, kouta sy ada sisa 01 GB trus sy isi ulang dgn voucer isi 40 GB dan sy masuk di aplikasi My XL cek kouta sy bkn bertambah malahan berkurang yg seharusnya jadi 50 GB knp jadi 40 GB yg saya cek di aplikasi My XL",0
"Apk mu masih terlalu berat untuk beberapa smartphone apa lagi yg keluaran lama, gak semua penggunamu bisa beli hp baru, peringankn apk mu, jgn kek provider sebelah yg makin berat ujung1nya gak suport hapenya, jaringan di stabilkan dan sederhanakn pembagian paketnya, terlalu banyak di bagi1,",0
"Gak tau kenapa saya awalnya mau beli paket Xtra Combo Plus yang 01 GB tapi saat melakukan pembelian anehnya paket 01 GB saya tidak masuk pedahal sudah saya beli, jadi terpaksa saya beli Xtra Combo Mini yang 1,5 GB itu baru bisa masuk paketnya semoga kedepannya MyXL bisa lebih baik dalam melayani penggunanya terimakasih maaf saya kasih bintang dua Ã°Å¸â„¢Â",0
"Maaf ini mengenai xl prioritasnya terlalu ribet, soal penagihan dan sistem layanannya kurang memuaskan terutama antara kuota dan tagihan, kuota sudah tagihan ada, padahal tiap bulan selalu saya isi pulsa, itupun tidak pernah terlambat, tapi kenyataannya masih ada penagihan lain yang saya sendiri tidak tahu penagihan apa, saya mohon penjelasannya ?",0
"Aplikasi My Xl tidak bisa terbuka padahal jaringan data full dan ada..tapi pada saat buka aplikasi sangat lama dan ada keluar tulisan koneksi tidak ada,padahal buka youtube lancar,wa smw lancar dan kuota internet.ini kenapa ya????",0
"Dear Xl-AXIATA Saya Eko Adha domisilisi di Serang Banten, setelah melakukan pengisian pulsa, sy mendapatkan sms /pemberitahuan bahwa sy mendapat kouta xtra sebesar 100MB (050MB lokal & 50MB Nasional) nofikasi via sms & apk menytakan bonus kouta anda sdh aktif, namun ketika sy nyalakan data cellular'nya pulsa sy di potong sebesar Rp. 4005, apa & utk biaya apa pulsa sy di potong, hal ini tdklah fair, bayangkan ada brp juta pelanggan XL & jika hal ini terjadi juga pd pelanggan lain ...!?",0
Plizz ini kalo ambil kuota itu bayar ngak sih????????????????????????????????????? Soal'nya aku mau ambil yg 18GB 10hari Di situ ada tulisan nya Rp 55.000.000 Terus ada tulisan di sebelah nya AKTIFKAN Itu bayar gak ya,0
"Kenapa kalo kita beli paketan data, terus paketan data yang sebelumnya langsung Angus???????? Misal gw beli paket yang 10+40, itu masih kisaran 05gb an lagi Terus gak sengaja gw beli paket lagi yang 00+10, kenapa paketan yang 10+40 nya Angus???????? Gini amat nyari duit LOL",0
Ada apa ini .....?? kenapa belakangan ini jaringan nya makin parah aja....sampe nonton YouTube aja harus di resolusi 044 baru bisa jalan...apa faktor cuaca ..atau ada kendala teknis .... soalnya bukan cumna saya...tmn saya semuanya yg pake XL punya keluhan yg sama...tolong lahhh segera di perbaiki....,0
Tolooooongggg di perbaiki... Jaringan lemot bvt padahal kuota banyak... Gimana dong... Sy sudah minta di perbaiki ber x x tp tetep saja lemot. Penting untuk internett,0
"Layananya aneh sekali, call center xl sekrng isinya fokus iklan, gak fokus pelayanan konsumen, aplikasi nya aneh, live chatnya paling aneh baru masuk dah ilklan produk, gak nyambung lagi, live customer service nya lamaaaa sekali balesnya,nggu jawabn bisa 1 menitan, klo kita gak bales di tinggal pergi, kudu sabarrr pake bgt",0
"Kadang suka susah masuk ke dalam aplikasi padahal kuota ada, wifi ada, jaringan bagus nonton youtube atau buka aplikasi lainnya lancar, tapi mau masuk ke aplikasi ini suka gabisa alasannya perbarui jaringan terus, mohon dimaksimalkan lagi",0
"09 November 1010 pulsa saya berkurang Rp.71.688,- padahal saya gak melakukan transaksi apapun tapi saya cek history di aplikasi ada riwayat pembelian paket.. Saya orang miskin, pulsa lagi di iritÃ‚Â² .. Tolong kembalikan pulsa saya..",0
Apk gak jelas asli.... Beli paketan gk bisa bisa..pdhl udh di update..nyambung wifi kenceng jg...masak harus beli lewat voucher trs....cek kuota jg sering masalah...ini apk siap pakai apa gk sih,0
"Xl kartu asu,, jaringan full Kuota banyak ,, tapi malah ga bisa akses ke internet,, harga mahal,, tolong admin lebih teliti lagi,, auto uninstall langsung ganti kartu lain",0
"Sinyal XL parah sekali, saya turunin lagi jadi bintang 0. Parah banget beli pulsa 000 rb, pulsa orang hilang gitu aja tanpa ada riwayat yg jelas. Ko pulsa orang main ambil gitu sih.",0
"Saya sudah membeli paket kuota melalui App, pembayarnya lewat BRIMO. Pembayaran sdh sukses/ berhasil. Tp paket belum masuk. Sy coba melalu chat di live chat tp pesannya otomatis",0
"Xl sekarang beda sama dulu, sekarang xl borosnya kebangetan, masa iya 00 GB gk nyampe 1 minggu, pdhal jarang dipake, cuma di pake pas penting aja, buka youtube juga gk pernah, dulu pake xl 00 GB bisa nyampe 1 minggu, skrang 0 hari abis 0 gb, bener bener deh kalo data seluler gk dimatiin mski pun gk di pake nyedot bgt ke kuota, kalo ini bkn nomor penting aku udah ganti kartu dr kemaren kmaren",0
"Sebagai Pelanggan Setia XL Bertahun tahun , Kecewa dengan Layanan XL sekarang . Jaringan Internet tidak sesuai dengan yg d harapkan padahal sdh memakai Paket VIP . Semoga dengan banyaknya masukan dr para pelanggan , XL bisa lebih baik lagi . Tolong yang jawab jangan Boot !!! Terima kasih",0
"Suka boros kalo pake sekali beli mahal bgt kalo dapet bonus eh pas dipakek di apk bonus ny yg abis kouta utama,gmn sih,apa lg buat nge game pasti keluar game mulu karena koneksi kalo pas mau abis malah lanjar gmn toh,kl pake bonus it langsung bisa gitu lho maksud ku ngak habisin kouta utama,knp ngak ad pembatasan pemakaian kouta jg jd boros ma kalap kalo maen hp nya sumpah dh kalo di kasih kaya gitu pasti awet jg sebulan,ih iyha jg ak dapet bonus buat akses ig gak bisa malah keluar keluar mulu",0
"Kenapa jaringan XL leletnya minta ampun? Jaringan 4G Pdahal paket msih banyak. Dan terpaksa beli voucher XL lagi ternyata bisa itupun cmn 1 hari, kemudian lelet lagi. Ahkkkk sangat buruk sekali skrng XL. Sudah 1 hari sprti ini. Mau buka google tak bisa,cmn YouTube yg bisa Krn unlimited itupun lelet juga harus bersabar nungguinnya. Sepertinya bkn saya aja yg mengalaminya. Tolong diperbaiki supaya saya kasih bintang 5. Salam dari Pekanbaru",0
"Sedang terjadi kesalahan Maaf, untuk saat ini anda belum bisa masuk dan menggunakan layanan myXL. Silahkan coba beberapa saat lagi. (Kode 4004) Bahkan lebih dari dua bulan gini terus",0
